Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
ANL-1926,245171,,Готово,11.09.2023 16:44 ,08.11.2023 17:15 ,mikhaelyanta,,Среднее количество сделок по продукту Сделка онлайн и средний чек,islamovayui
ANL-1942,246935,,Готово,19.09.2023 11:41 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка пользователей по ИНН,mikhaelyanta
ANL-1943,246977,,Готово,19.09.2023 12:53 ,08.11.2023 17:15 ,mikhaelyanta,,Посчитать регионы присутствия м2,mikhaelyanta
ANL-1925,245380,,Готово,12.09.2023 12:52 ,08.11.2023 17:15 ,flerinvs,,Отчетность,flerinvs
ANL-1888,241192,,Готово,24.08.2023 13:37 ,08.11.2023 17:15 ,flerinvs,,Доп задачи в рамках  ANL-1870 ,flerinvs
ANL-1941,246753,,Готово,18.09.2023 16:25 ,08.11.2023 17:15 ,mikhaelyanta,,отчет по неипотечным сделкам ВТБ,stalskayads
ANL-1940,246656,,Готово,18.09.2023 14:12 ,08.11.2023 17:15 ,mikhaelyanta,,"Выгрузка банк ""Открытие МСБ""",mikhaelyanta
ANL-1946,247867,,Готово,22.09.2023 13:20 ,08.11.2023 17:15 ,flerinvs,,эз втб,flerinvs
ANL-1949,249392,,Готово,28.09.2023 17:13 ,08.11.2023 17:15 ,mikhaelyanta,,"Убрать таблицу  ""USER_MELIKYANVV"".vtb_anch",mikhaelyanta
ANL-1948,249038,,Готово,27.09.2023 18:55 ,08.11.2023 17:15 ,mikhaelyanta,,Добавить ручную сделку по ДКП,mikhaelyanta
ANL-1962,250134,,Готово,02.10.2023 17:28 ,08.11.2023 17:15 ,mikhaelyanta,,Отчет для мидл,mikhaelyanta
ANL-1964,250212,,Готово,03.10.2023 09:21 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по Защите и Проверке,mikhaelyanta
ANL-1961,250065,,Готово,02.10.2023 15:47 ,08.11.2023 17:15 ,mikhaelyanta,,Проставить роли в сделкам с ДКП,mikhaelyanta
ANL-1968,250607,,Готово,04.10.2023 09:32 ,08.11.2023 17:15 ,mikhaelyanta,,Внесение корректировок в отчет по Защите,mikhaelyanta
ANL-1975,250886,,Готово,04.10.2023 17:28 ,08.11.2023 17:15 ,flerinvs,,Выгрузка для бухгалтерии,flerinvs
ANL-1974,250884,,Готово,04.10.2023 17:28 ,08.11.2023 17:15 ,flerinvs,,выгрузки для Картаева,flerinvs
ANL-1927,245780,,Готово,13.09.2023 13:47 ,08.11.2023 17:15 ,flerinvs,,"Документация по отчету ""Сделке онлайн""",flerinvs
ANL-1945,247340,,Готово,20.09.2023 13:19 ,08.11.2023 17:15 ,flerinvs,,обновить отчет Сделки М2 ЭР,flerinvs
ANL-1966,250233,,Готово,03.10.2023 10:02 ,08.11.2023 17:15 ,flerinvs,,СУП отчет,flerinvs
ANL-1956,249823,,Готово,02.10.2023 09:07 ,08.11.2023 17:15 ,flerinvs,,"Добавить ""глаз"" в ремонты втб",flerinvs
ANL-1953,249820,,Готово,02.10.2023 09:01 ,08.11.2023 17:15 ,flerinvs,,Схема по ПОДФТ,flerinvs
ANL-1970,250788,,Готово,04.10.2023 14:24 ,08.11.2023 17:15 ,mikhaelyanta,,Найти расхождения в отчете Дашборд 2.0 для Банка ВТБ,flerinvs
ANL-1977,250982,,Готово,05.10.2023 10:19 ,08.11.2023 17:15 ,flerinvs,,сформировать список втб отчетов ,flerinvs
ANL-1976,250970,,Готово,05.10.2023 09:53 ,08.11.2023 17:15 ,flerinvs,,снилс_сверка с втб,flerinvs
ANL-1979,251064,,Готово,05.10.2023 12:46 ,08.11.2023 17:15 ,mikhaelyanta,,Внести планы на октябрь по ДКП,mikhaelyanta
ANL-1952,249819,,Готово,02.10.2023 09:01 ,08.11.2023 17:15 ,flerinvs,,пересобрать подфт Куляшовой,flerinvs
ANL-1980,251221,,Готово,05.10.2023 19:42 ,08.11.2023 17:15 ,flerinvs,,перенос схем на рабочий миро,flerinvs
ANL-1969,250787,,Готово,04.10.2023 14:21 ,08.11.2023 17:15 ,mikhaelyanta,,"Сформировать макет ""Сводка СБР и ЭР""",flerinvs
ANL-1993,252299,,Готово,11.10.2023 09:48 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка показателя RR,mikhaelyanta
ANL-1997,252410,,Готово,11.10.2023 12:28 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по СБР,mikhaelyanta
ANL-1931,246163,,Готово,14.09.2023 15:22 ,08.11.2023 17:15 ,mikhaelyanta,,Разбор отчетов Наташи,mikhaelyanta
ANL-2012,253105,,Готово,13.10.2023 10:39 ,08.11.2023 17:15 ,mikhaelyanta,,Внесение новых ЦО по неипотечным сделкам,mikhaelyanta
ANL-1984,251625,,Готово,09.10.2023 09:34 ,08.11.2023 17:15 ,mikhaelyanta,,Внести информации о презакреплении сотрудников,mikhaelyanta
ANL-1963,250185,,Готово,02.10.2023 18:42 ,08.11.2023 17:15 ,mikhaelyanta,,Добавить фильтр в отчет по СО в когнос,tatiankoaa
ANL-1987,251949,,Готово,10.10.2023 09:28 ,08.11.2023 17:15 ,mikhaelyanta,,Поиск потерянных заявок в рейтинге,mikhaelyanta
ANL-1982,251543,,Готово,06.10.2023 17:42 ,08.11.2023 17:15 ,flerinvs,,квартальная сверка ПОДФТ,flerinvs
ANL-2005,252875,,Готово,12.10.2023 14:28 ,08.11.2023 17:15 ,flerinvs,,ЭР,flerinvs
ANL-2004,252872,,Готово,12.10.2023 14:26 ,08.11.2023 17:15 ,flerinvs,,необходимо подсветить отчеты по с продом,flerinvs
ANL-1876,239479,,Готово,17.08.2023 12:33 ,08.11.2023 17:15 ,flerinvs,,разработать скрипт-форму для проведения интервью с заказчиками,flerinvs
ANL-1999,252854,,Готово,12.10.2023 14:20 ,08.11.2023 17:15 ,flerinvs,,Скрипты,flerinvs
ANL-1955,249822,,Готово,02.10.2023 09:05 ,08.11.2023 17:15 ,flerinvs,,подготовка дэшборда для встречи с продажами,flerinvs
ANL-2015,254230,,Готово,18.10.2023 16:23 ,08.11.2023 17:15 ,flerinvs,,Добавление нового адресата в рассылку отчетности,garanzhaov
ANL-2020,254657,,Готово,20.10.2023 11:14 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка из ЛК банка Открытие (розница) ЭР,kluninany
ANL-1938,246545,,Готово,18.09.2023 10:38 ,08.11.2023 17:15 ,flerinvs,,разбить скрипт,flerinvs
ANL-1899,243497,,Готово,04.09.2023 12:19 ,08.11.2023 17:15 ,flerinvs,,Определить неиспользуемые отчеты в когнос ,flerinvs
ANL-1934,246444,,Готово,15.09.2023 18:26 ,08.11.2023 17:15 ,flerinvs,,Перенести на крон отчеты первого приоритета,flerinvs
ANL-1947,248329,,Готово,25.09.2023 18:52 ,08.11.2023 17:15 ,flerinvs,,перенос процесса от парса данных с овнклауда на яндекс,flerinvs
ANL-1958,249857,,Готово,02.10.2023 10:28 ,08.11.2023 17:15 ,flerinvs,,Кинуть на крон отчет по цессиям,flerinvs
ANL-1994,252334,,Готово,11.10.2023 11:11 ,08.11.2023 17:15 ,flerinvs,,Доработка отчета,flerinvs
ANL-1995,252350,,Готово,11.10.2023 11:35 ,08.11.2023 17:15 ,flerinvs,,Отчет по закладным,flerinvs
ANL-2001,252859,,Готово,12.10.2023 14:22 ,08.11.2023 17:15 ,flerinvs,,Отчет по компаниям  М2,flerinvs
ANL-2003,252871,,Готово,12.10.2023 14:25 ,08.11.2023 17:15 ,flerinvs,,Сформировать форму - шаблон для сбора требований по отчетам,flerinvs
ANL-1913,244315,,Готово,06.09.2023 19:38 ,08.11.2023 17:15 ,flerinvs,,Автоматизация отчетности,flerinvs
ANL-2002,252867,,Готово,12.10.2023 14:24 ,08.11.2023 17:15 ,flerinvs,,Перенести в свод данные по отчетам когноса,flerinvs
ANL-2024,255244,,Готово,24.10.2023 09:47 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по защите и проверке,mikhaelyanta
ANL-2010,253072,,Готово,13.10.2023 10:27 ,08.11.2023 17:15 ,flerinvs,,отчет для мидла,flerinvs
ANL-2028,255604,,Готово,25.10.2023 09:30 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по Защите и Проверке,mikhaelyanta
ANL-2016,254243,,Готово,18.10.2023 16:47 ,08.11.2023 17:15 ,flerinvs,,Отчетность_road map,flerinvs
ANL-1951,249688,,Готово,29.09.2023 16:21 ,08.11.2023 17:15 ,flerinvs,,отображение данных в Когнос / СЛТ Электронная регистрация ,mironovaov
ANL-1992,252290,,Готово,11.10.2023 09:27 ,08.11.2023 17:15 ,flerinvs,,Выгрузка сделок за 2022 и 2023 год,konorevate
ANL-2011,253091,,Готово,13.10.2023 10:32 ,08.11.2023 17:15 ,flerinvs,,расхождения ВТБ ,flerinvs
ANL-2025,255350,,Готово,24.10.2023 12:28 ,08.11.2023 17:15 ,mikhaelyanta,,Сформировать отчет Дашборд 2.0 с октября 2022- по текущее время.,ignatovaaa
ANL-1959,249980,,Готово,02.10.2023 13:08 ,08.11.2023 17:15 ,mikhaelyanta,,отчет по защите сделки - добавить стоимость продукта ,stalskayads
ANL-2021,254800,,Готово,20.10.2023 15:32 ,08.11.2023 17:15 ,mikhaelyanta,,"Выгрузка по типу Заявления ""Выписка ЕГРН""",tatarovaaa
ANL-2039,257455,,Готово,01.11.2023 14:04 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка по ЭР Рйффайзен банк,mikhaelyanta
ANL-2041,257751,,Готово,02.11.2023 12:24 ,08.11.2023 17:15 ,mikhaelyanta,,Корректировка отчета по защите и проверке,mikhaelyanta
ANL-2043,257837,,Готово,02.11.2023 15:45 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка УКЭП по ВТБ,mikhaelyanta
ANL-2040,257745,,Готово,02.11.2023 12:06 ,08.11.2023 17:15 ,mikhaelyanta,,Выгрузка для ВТБ ГРМ,kluninany
ANL-1932,246171,,Готово,14.09.2023 15:59 ,08.11.2023 17:15 ,mikhaelyanta,,"Правки в отчете для ВТБ Розница ""Дашборд 2.0""",tatarovaaa
ANL-2052,258565,,Готово,07.11.2023 17:01 ,08.11.2023 17:15 ,mikhaelyanta,,Цифра по количеству подключенных к СУП компаний,kovievanv
ANL-1837,209371,,Закрыт,31.03.2023 12:10 ,22.10.2023 14:43 ,flerinvs,,Перенос витрин СБР на ODS_A_SBR,ivlevady
ANL-1766,193194,,Закрыт,18.01.2023 09:31 ,18.10.2023 16:48 ,flerinvs,,отчет СБР SLT добавить рыночные банки,ivlevady
ANL-1906,244028,,Закрыт,06.09.2023 09:59 ,20.09.2023 11:16 ,flerinvs,,"отчет для пилота с ВТБ, чаты",flerinvs
ANL-1770,194118,,Закрыт,23.01.2023 11:25 ,20.09.2023 11:15 ,flerinvs,,ПОД ФТ СБР. Пересбор участников. Переход на новую схему,ivlevady
ANL-1336,129466,,Закрыт,18.02.2022 15:29 ,20.09.2023 11:14 ,flerinvs,,Внедрить ролевую модель ЛК во всю отчетность,ivlevady
ANL-1897,242674,,Закрыт,30.08.2023 16:54 ,11.09.2023 15:31 ,mikhaelyanta,,"Исправить ошибку в ""ODS_EMAIL"".""POS_WEEKLY""",mikhaelyanta
ANL-1873,238384,,Закрыт,14.08.2023 11:36 ,01.09.2023 12:47 ,flerinvs,, Репозиторий с BI отчетностью,flerinvs
ANL-1886,241049,,Закрыт,24.08.2023 09:54 ,31.08.2023 16:57 ,flerinvs,,Оптимизация отчета,flerinvs
ANL-1834,208050,,Закрыт,27.03.2023 11:47 ,30.08.2023 21:53 ,flerinvs,,Новый отчет АНЧ по неипотеке,potapovvs
ANL-1642,172052,,Закрыт,28.09.2022 13:51 ,30.08.2023 21:52 ,flerinvs,,Поисследовать как мэтчить м2про и СБР по ФИО,ivlevady
ANL-1591,161244,,Закрыт,08.08.2022 10:03 ,30.08.2023 21:52 ,flerinvs,,ИБ. что можем сделать для ускорения витрин,ivlevady
ANL-1898,242715,,Закрыт,30.08.2023 18:43 ,30.08.2023 18:47 ,flerinvs,,Дашборд по чатам,flerinvs
ANL-1872,238335,,Закрыт,14.08.2023 10:31 ,28.08.2023 10:00 ,flerinvs,,Автоматизация отчетов _этап 1 ,flerinvs
ANL-1884,240852,,Закрыт,23.08.2023 13:56 ,25.08.2023 16:05 ,flerinvs,,Доработка отчета ,flerinvs
ANL-1877,239920,,Закрыт,18.08.2023 18:43 ,25.08.2023 14:22 ,flerinvs,,"Сформировать документацию для отчета ""Отчет по компаниям""",flerinvs
ANL-1788,196139,,Закрыт,31.01.2023 12:13 ,23.08.2023 11:45 ,flerinvs,,Добавить новые атрибуты по ЭР для передачи в 1С,ivlevanv
ANL-1833,207887,,Закрыт,24.03.2023 17:56 ,23.08.2023 11:04 ,flerinvs,,Загрузка в хранилище ручного реестра (поиск сумм),ivlevanv
ANL-1787,196119,,Закрыт,31.01.2023 11:48 ,23.08.2023 11:03 ,flerinvs,,Дополнение ежеквартального отчета для Росфинмониторинга новым перечнем,ivlevanv
ANL-1798,198647,,Закрыт,10.02.2023 10:27 ,20.02.2023 12:43 ,klekovkinve,,Создать аггрегат для выгрузки из кликхаус,permyakovana
ANL-1626,168947,,Закрыт,12.09.2022 17:05 ,12.09.2022 17:16 ,klekovkinve,,Сегментация застройщиков по объемам стройки и сделкам в м2,kibirevaee
ANL-1522,153217,155760,Готово,01.07.2022 14:03 ,01.08.2022 12:20 ,klekovkinve,,Не заполнен имейл ,babchenkoka
ANL-1350,130425,,Закрыт,24.02.2022 17:36 ,26.07.2022 15:30 ,klekovkinve,,Вытащить компании из сделок СБР под ВТБ,klekovkinve
ANL-1556,155763,155760,Закрыт,12.07.2022 18:31 ,25.07.2022 01:31 ,klekovkinve,,Собрать таблицу с историей по AUTH,klekovkinve
ANL-1457,143510,,Закрыт,11.05.2022 10:34 ,11.05.2022 11:42 ,klekovkinve,,Инициативы / Срез когноса по обновлениям датасетов,klekovkinve
ANL-992,85919,,Закрыт,13.07.2021 17:49 ,11.05.2022 11:41 ,klekovkinve,,ИБ. Изменить расчет кол-во доков для ADDITIONAL_DOCUMENTS,ivlevady
ANL-1433,140970,,Закрыт,21.04.2022 12:41 ,11.05.2022 10:34 ,klekovkinve,,проверить все личные датасеты на факт обновления про расписанию,ivlevady
ANL-1347,130010,,Закрыт,22.02.2022 13:43 ,04.05.2022 17:50 ,klekovkinve,,ad-hoc / классифайд / подготовить новый срез,klekovkinve
ANL-1394,137408,,Закрыт,04.04.2022 11:04 ,04.05.2022 10:11 ,klekovkinve,,"Подготовка отчета, по компаниям, которые используют СБР ",tabakovayn
ANL-1337,129484,,Закрыт,18.02.2022 16:31 ,21.03.2022 12:45 ,klekovkinve,,Альтернатива. Отчет для ВТБ,klekovkinve
ANL-1332,128920,,Закрыт,16.02.2022 20:41 ,18.03.2022 12:22 ,klekovkinve,,Доработка отчета по продажам (сделки партнеров),klekovkinve
ANL-1310,126305,,Закрыт,07.02.2022 18:18 ,18.03.2022 12:20 ,klekovkinve,,Доработка отчета по продажам (партнеры),klekovkinve
ANL-1346,129988,,Закрыт,22.02.2022 12:53 ,09.03.2022 11:21 ,klekovkinve,,ad-hoc / Продажи / активные партнеры февраля через ВТБ,klekovkinve
ANL-1329,128100,,Закрыт,14.02.2022 18:12 ,28.02.2022 11:23 ,klekovkinve,,ad-hoc / Посчитать динамику площади квартир в классифайде,klekovkinve
ANL-1327,128011,,Закрыт,14.02.2022 14:39 ,28.02.2022 11:23 ,klekovkinve,,Выгрузить данные объектов из прода классифайда,klekovkinve
ANL-1089,97188,,Закрыт,14.09.2021 14:00 ,28.02.2022 01:15 ,klekovkinve,,Доработка отчета по продажам (изменение структуры в когносе),klekovkinve
ANL-1345,129689,,Закрыт,21.02.2022 12:41 ,21.02.2022 16:41 ,klekovkinve,,Доработка отчета по продажам: заменить атрибут company_code на company_code_origin ,klekovkinve
ANL-1311,126313,124465,Готово,07.02.2022 18:44 ,21.02.2022 13:31 ,klekovkinve,,Подготовить срез в db2 по джобам,ivlevady
ANL-676,63612,,Закрыт,11.03.2021 18:10 ,21.02.2022 11:01 ,klekovkinve,,ЭР. Отчет по цифровым подписям,babchenkoka
ANL-1265,121839,,Закрыт,19.01.2022 11:33 ,14.02.2022 11:03 ,klekovkinve,,"Добавить participant_code в ""MART_SBR"".""SELLER_AND_BUYER_DATA""",osipyanvs
ANL-1150,104269,,Закрыт,20.10.2021 14:54 ,07.02.2022 17:02 ,klekovkinve,,Аналитика АНЧ,klekovkinve
ANL-1107,99533,,Закрыт,27.09.2021 11:55 ,07.02.2022 17:01 ,klekovkinve,,Создать таблицу регионов для MART_CLASSIFIED.DATE_LOCATION_PRICE,klekovkinve
ANL-1239,116002,104269,Закрыт,13.12.2021 12:45 ,07.02.2022 16:59 ,klekovkinve,,Собрать и интегрировать справочник по мероприятиям АНЧ,klekovkinve
ANL-1245,117346,104269,Закрыт,17.12.2021 18:05 ,07.02.2022 16:59 ,klekovkinve,,Скалибровать отчет ЛК с регистрациями АНЧ,klekovkinve
ANL-1251,119412,104269,Закрыт,28.12.2021 11:34 ,07.02.2022 16:59 ,klekovkinve,,Собрать главную страницу со сводной информацией по сегменту,klekovkinve
ANL-1170,106465,104269,Закрыт,28.10.2021 13:54 ,07.02.2022 16:58 ,klekovkinve,,Маркетинговая воронка АНЧ,klekovkinve
ANL-1035,90752,,Закрыт,09.08.2021 18:33 ,04.02.2022 13:02 ,klekovkinve,,Определить недостающие сегменты в отчете ЭР,klekovkinve
ANL-1102,98570,,Закрыт,21.09.2021 15:06 ,04.02.2022 13:02 ,klekovkinve,,Скалиброваться с классифайдом по датам объявлений,klekovkinve
ANL-1237,115992,104269,Закрыт,13.12.2021 12:42 ,04.02.2022 12:59 ,klekovkinve,,Получить количество сделок АНЧ и LTV,klekovkinve
ANL-1128,101434,,Закрыт,06.10.2021 12:26 ,31.01.2022 14:46 ,klekovkinve,,Доработка отчета по продажам (новые партнеры),klekovkinve
ANL-1131,101444,,Закрыт,06.10.2021 12:36 ,31.01.2022 14:46 ,klekovkinve,,Доработка отчета по продажам (ранг сотрудников),klekovkinve
ANL-1262,120887,,Закрыт,14.01.2022 14:03 ,31.01.2022 14:46 ,klekovkinve,,ad-hoc / Динамика цен на квартиры,klekovkinve
ANL-1236,115988,104269,Закрыт,13.12.2021 12:42 ,24.01.2022 10:57 ,klekovkinve,,Получить ГЕО данные риелторов,klekovkinve
ANL-1264,121303,120887,Закрыт,17.01.2022 17:51 ,17.01.2022 17:59 ,klekovkinve,,ad-hoc / Динамика цен на квартиры (дополнительно),klekovkinve
ANL-1130,101441,,Закрыт,06.10.2021 12:34 ,17.01.2022 10:11 ,klekovkinve,,Доработка отчета по продажам (сводка по доле сделок),klekovkinve
ANL-1238,115996,104269,Готово,13.12.2021 12:43 ,28.12.2021 11:32 ,klekovkinve,,Добавить в дашборд АНЧ данные по бюджетам на рекламу,klekovkinve
ANL-1235,115983,104269,Готово,13.12.2021 12:41 ,28.12.2021 11:32 ,klekovkinve,,Собрать временную match таблицу по КДКП,klekovkinve
ANL-1209,111425,,Закрыт,22.11.2021 15:08 ,23.12.2021 11:46 ,klekovkinve,,Заменить источник ЭР в отчетах продаж,klekovkinve
ANL-1187,107950,,Закрыт,06.11.2021 12:42 ,23.12.2021 11:45 ,klekovkinve,,Ad-hoc / Продажи / Отчет по показателям сотрудников / Изменить привязку регионов,makhmetovaed
ANL-1151,104271,104269,Готово,20.10.2021 14:57 ,20.12.2021 12:12 ,klekovkinve,,Аналитика АНЧ. Собрать данные пользователей из ЛК,klekovkinve
ANL-1122,100973,,Закрыт,04.10.2021 15:51 ,15.12.2021 16:13 ,klekovkinve,,Отчетность для ИТ,klekovkinve
ANL-1216,112799,,Закрыт,29.11.2021 12:33 ,13.12.2021 12:39 ,klekovkinve,,Ad-hoc / Прогноз для конкурса АНЧ,klekovkinve
ANL-1217,112801,,Закрыт,29.11.2021 12:34 ,13.12.2021 12:39 ,klekovkinve,,Ad-hoc / Прогноз для конкурса АНЧ,klekovkinve
ANL-1211,111985,,Закрыт,24.11.2021 12:18 ,06.12.2021 11:17 ,klekovkinve,,Ad-hoc / Прогноз для конкурса АНЧ,klekovkinve
ANL-1208,111385,,Закрыт,22.11.2021 13:48 ,06.12.2021 11:16 ,klekovkinve,,Ad-hoc / Кол-во контактов АНЧ,klekovkinve
ANL-1182,107199,104269,Закрыт,01.11.2021 13:33 ,22.11.2021 09:39 ,klekovkinve,,Ad-hoc Проанализировать поток онлайн сделок АНЧ,klekovkinve
ANL-1195,109465,,Закрыт,15.11.2021 02:58 ,15.11.2021 11:02 ,klekovkinve,,некорректный отчет ,makhmetovaed
ANL-1114,100100,,Закрыт,29.09.2021 12:46 ,08.11.2021 14:35 ,klekovkinve,,Добавить сегмент других банков в ЭР1,klekovkinve
ANL-1149,103960,,Закрыт,19.10.2021 14:28 ,01.11.2021 10:12 ,klekovkinve,,ad-hoc выгрузка риелторов из clickhouse,klekovkinve
ANL-1146,103631,,Закрыт,18.10.2021 14:06 ,01.11.2021 10:12 ,klekovkinve,,Ad-hoc / Объявление на контакт в классифайде ,klekovkinve
ANL-1061,94371,,Закрыт,30.08.2021 15:35 ,28.10.2021 18:44 ,klekovkinve,,Перенос справочников с OBJ на ODS,klekovkinve
ANL-1136,101952,,Закрыт,08.10.2021 13:36 ,08.10.2021 17:59 ,klekovkinve,,Доработка отчета по продажам (оверлап периодов ответственности),klekovkinve
ANL-1015,88666,,Закрыт,29.07.2021 11:03 ,04.10.2021 10:55 ,klekovkinve,,Отчет для продаж,ivlevady
ANL-1095,97529,,Закрыт,15.09.2021 16:05 ,15.09.2021 16:53 ,klekovkinve,,Ad-hoc выгрузка по АН,klekovkinve
ANL-1054,93202,,Закрыт,23.08.2021 12:50 ,14.09.2021 17:51 ,klekovkinve,,Тех. долг вью по продажам,klekovkinve
ANL-1088,97052,,Закрыт,14.09.2021 09:23 ,14.09.2021 17:49 ,klekovkinve,,Записать короткую видео-инструкцию к отчету для продаж,ivlevady
